id,question_id,country_id,text,created
176,53,2,Which  domestic airlines have you flown with during the last 12 months?,2016-07-13 00:10:41
311,53,3,Which  domestic airlines have you flown with during the last 12 months?,2016-07-13 00:10:42
54,54,1,Which international airlines have you flown with during the last 12 months?,2016-07-13 00:10:41
177,54,2,Which international airlines have you flown with during the last 12 months?,2016-07-13 00:10:41
312,54,3,Which international airlines have you flown with during the last 12 months?,2016-07-13 00:10:42
55,55,1,Which of the following countries/regions have you travelled to in the last 12 months?,2016-07-13 00:10:41
178,55,2,Which of the following countries/regions have you travelled to in the last 12 months?,2016-07-13 00:10:41
313,55,3,Which of the following countries/regions have you travelled to in the last 12 months?,2016-07-13 00:10:42
56,56,1,"Of these hotel chains, which one(s) have you stayed at during the last 12 months?",2016-07-13 00:10:41
179,56,2,"Of these hotel chains, which one(s) have you stayed at during the last 12 months?",2016-07-13 00:10:41
314,56,3,"Of these hotel chains, which one(s) have you stayed at during the last 12 months?",2016-07-13 00:10:42
57,57,1,Do you smoke?,2016-07-13 00:10:41
180,57,2,Do you smoke?,2016-07-13 00:10:41
315,57,3,"Do you smoke?
",2016-07-13 00:10:42
58,58,1,"On average, how many cigarettes do you smoke in a day?",2016-07-13 00:10:41
181,58,2,"On average, how many cigarettes do you smoke in a day?",2016-07-13 00:10:41
316,58,3,"On average, how many cigarettes do you smoke in a day?
",2016-07-13 00:10:42
59,59,1,Have you tried to quit smoking using any of these products/methods?,2016-07-13 00:10:41
182,59,2,Have you tried to quit smoking using any of these products/methods?,2016-07-13 00:10:41
317,59,3,"Have you tried to quit smoking using any of these products/methods?
",2016-07-13 00:10:42
60,60,1,Have you been diagnosed with any of the following illnesses/conditions? ,2016-07-13 00:10:41
183,60,2,Have you been diagnosed with any of the following illnesses/conditions?,2016-07-13 00:10:41
318,60,3,Have you been diagnosed with any of the following illnesses/conditions?,2016-07-13 00:10:42
61,61,1,Have you been diagnosed with any of the following illnesses/conditions? ,2016-07-13 00:10:41
184,61,2,Have you been diagnosed with any of the following illnesses/conditions?,2016-07-13 00:10:41
319,61,3,Have you been diagnosed with any of the following illnesses/conditions? ,2016-07-13 00:10:42
62,62,1,"If you stated that you have been diagnosed with cancer, can you define the type of cancer?",2016-07-13 00:10:41
185,62,2,"If you stated that you have been diagnosed with cancer, can you define the type of cancer?",2016-07-13 00:10:41
320,62,3,"If you stated that you have been diagnosed with cancer, can you define the type of cancer?
",2016-07-13 00:10:42
63,63,1,"If you stated that you have been diagnosed with diabetes, can you define the type of diabetes?",2016-07-13 00:10:41
186,63,2,"If you stated that you have been diagnosed with diabetes, can you define the type of diabetes?",2016-07-13 00:10:41
321,63,3,"If you stated that you have been diagnosed with diabetes, can you define the type of diabetes?
",2016-07-13 00:10:42
64,64,1,"If you stated that you have been diagnosed with hepatitis, can you define the type of hepatitis?",2016-07-13 00:10:41
187,64,2,"If you stated that you have been diagnosed with hepatitis, can you define the type of hepatitis?",2016-07-13 00:10:41
322,64,3,"If you stated that you have been diagnosed with hepatitis, can you define the type of hepatitis?
",2016-07-13 00:10:42
65,65,1,Has anyone else in your household been diagnosed with any of the following illnesses/conditions? ,2016-07-13 00:10:41
188,65,2,Has anyone else in your household been diagnosed with any of the following illnesses/conditions? ,2016-07-13 00:10:41
323,65,3,Has anyone else in your household been diagnosed with any of the following illnesses/conditions? ,2016-07-13 00:10:42
66,66,1,Has anyone else in your household been diagnosed with any of the following illnesses/conditions? ,2016-07-13 00:10:41
189,66,2,Has anyone else in your household been diagnosed with any of the following illnesses/conditions? ,2016-07-13 00:10:41
324,66,3,Has anyone else in your household been diagnosed with any of the following illnesses/conditions? ,2016-07-13 00:10:42
67,67,1,"If you stated that someone in your household has been diagnosed with cancer, can you define the type of cancer?",2016-07-13 00:10:41
190,67,2,"If you stated that someone in your household has been diagnosed with cancer, can you define the type of cancer?",2016-07-13 00:10:41
325,67,3,"If you stated that someone in your household has been diagnosed with cancer, can you define the type of cancer?
",2016-07-13 00:10:42
68,68,1,"If you stated that someone in your household has been diagnosed with diabetes, can you define the type of diabetes?",2016-07-13 00:10:41
191,68,2,"If you stated that someone in your household has been diagnosed with diabetes, can you define the type of diabetes?",2016-07-13 00:10:41
326,68,3,"If you stated that someone in your household has been diagnosed with diabetes, can you define the type of diabetes?
",2016-07-13 00:10:42
69,69,1,"If you stated that someone in your household has been diagnosed with hepatitis, can you define the type of hepatitis?",2016-07-13 00:10:41
192,69,2,"If you stated that someone in your household has been diagnosed with hepatitis, can you define the type of hepatitis?",2016-07-13 00:10:41
327,69,3,"If you stated that someone in your household has been diagnosed with hepatitis, can you define the type of hepatitis?
",2016-07-13 00:10:42
70,70,1,Do you use glasses or contact lenses?,2016-07-13 00:10:41
193,70,2,Do you use glasses or contact lenses? ,2016-07-13 00:10:41
328,70,3,"Do you use glasses or contact lenses?
",2016-07-13 00:10:42
71,71,1,Do you use a hearing aid?,2016-07-13 00:10:41
194,71,2,Do you use a hearing aid?,2016-07-13 00:10:41
329,71,3,"Do you use a hearing aid?
",2016-07-13 00:10:42
72,72,1,Please enter the first three characters of your postal code.,2016-07-13 00:10:41
73,73,1,In which province or territory of Canada do you live? / Quelle est votre province de résidence?,2016-07-13 00:10:41
74,74,1,What browser are you currently using? ,2016-07-13 00:10:41
195,74,2,What browser are you currently using?	,2016-07-13 00:10:41
330,74,3,What browser are you currently using?,2016-07-13 00:10:42
75,75,1,What operating system are you currently using? ,2016-07-13 00:10:41
196,75,2,What operating system are you currently using?,2016-07-13 00:10:41
331,75,3,What operating system are you currently using?,2016-07-13 00:10:42
76,76,1,Please indicate the age and gender of your child or children:,2016-07-13 00:10:41
197,76,2,Please indicate the age and gender of your child or children:,2016-07-13 00:10:41
332,76,3,Please indicate the age and gender of your child or children:,2016-07-13 00:10:42
77,77,1,What is your current employment status?,2016-07-13 00:10:41
198,77,2,What is your current employment status?,2016-07-13 00:10:41
333,77,3,What is your current employment status?,2016-07-13 00:10:42
78,78,1,"Are you willing to consider joining an online panel community? If you qualify to join the panel, you will be asked to provide your name and e-mail address so that we can complete your registration. ",2016-07-13 00:10:41
199,78,2,"Are you willing to consider joining an online panel community? If you qualify to join the panel, you will be asked to provide your name and e-mail address so that we can complete your registration. ",2016-07-13 00:10:41
334,78,3,"Are you willing to consider joining an online panel community? If you qualify to join the panel, you will be asked to provide your name and e-mail address so that we can complete your registration. ",2016-07-13 00:10:42
79,79,1,Which of the following describes your current living situation?,2016-07-13 00:10:41
200,79,2,Which of the following describes your current living situation?,2016-07-13 00:10:41
335,79,3,Which of the following describes your current living situation?,2016-07-13 00:10:42
80,80,1,"Please choose which departments/products you have influence or decision making authority on spending/purchasing?
",2016-07-13 00:10:41
201,80,2,Please choose which departments/products you have influence or decision making authority on spending/purchasing?,2016-07-13 00:10:41
336,80,3,Please choose which departments/products you have influence or decision making authority on spending/purchasing?,2016-07-13 00:10:42
81,81,1,How many children do you have under the age of 18?,2016-07-13 00:10:41
202,81,2,How many children do you have under the age of 18?,2016-07-13 00:10:41
337,81,3,How many children do you have under the age of 18?,2016-07-13 00:10:42
82,82,1,Do you suffer from any of the following illnesses/conditions? ,2016-07-13 00:10:41
203,82,2,Do you suffer from any of the following illnesses/conditions?,2016-07-13 00:10:41
339,82,3,"Do you suffer from any of the following illnesses/conditions?
",2016-07-13 00:10:42
83,83,1,Do you suffer from any of the following illnesses/conditions?,2016-07-13 00:10:41
204,83,2,Do you suffer from any of the following illnesses/conditions?,2016-07-13 00:10:41
340,83,3,Do you suffer from any of the following illnesses/conditions?,2016-07-13 00:10:42
84,84,1,Does anyone else in your household suffer from any of the following illnesses/conditions? ,2016-07-13 00:10:41
205,84,2,Does anyone else in your household suffer from any of the following illnesses/conditions,2016-07-13 00:10:41
341,84,3,Does anyone else in your household suffer from any of the following illnesses/conditions?,2016-07-13 00:10:42
85,85,1,Does anyone else in your household suffer from any of the following illnesses/conditions?,2016-07-13 00:10:41
206,85,2,Does anyone else in your household suffer from any of the following illnesses/conditions?,2016-07-13 00:10:41
342,85,3,Does anyone else in your household suffer from any of the following illnesses/conditions?,2016-07-13 00:10:42
86,86,1,Recontact_PID_1,2016-07-13 00:10:41
207,86,2,Recontact_PID_1,2016-07-13 00:10:41
343,86,3,Recontact_PID_1,2016-07-13 00:10:42
87,87,1,Recontact_RID_1,2016-07-13 00:10:41
208,87,2,Recontact_RID_1,2016-07-13 00:10:41
344,87,3,Recontact_RID_1,2016-07-13 00:10:42
88,88,1,Recontact_Params_1,2016-07-13 00:10:41
209,88,2,Recontact_Params_1,2016-07-13 00:10:41
345,88,3,Recontact_Params_1,2016-07-13 00:10:42
89,89,1,Recontact_Params_2,2016-07-13 00:10:41
210,89,2,Recontact_Params_2,2016-07-13 00:10:41
346,89,3,RECONTACT_PARAMS_2,2016-07-13 00:10:42
90,90,1,Recontact_PID_2,2016-07-13 00:10:41
211,90,2,Recontact_PID_2,2016-07-13 00:10:41
347,90,3,Recontact_PID_2,2016-07-13 00:10:42
91,91,1,Recontact_RID_2,2016-07-13 00:10:41
212,91,2,Recontact_RID_2,2016-07-13 00:10:41
349,91,3,Recontact_RID_2,2016-07-13 00:10:42
92,92,1,Recontact_Params_3,2016-07-13 00:10:41
213,92,2,Recontact_Params_3,2016-07-13 00:10:41
350,92,3,Recontact_Params_3,2016-07-13 00:10:42
93,93,1,Insert PID,2016-07-13 00:10:41
214,93,2,Insert PID,2016-07-13 00:10:41
351,93,3,Recontact_RID,2016-07-13 00:10:42
94,94,1,Which of the following categories best describes your organization's primary industry?,2016-07-13 00:10:41
215,94,2,Which of the following categories best describes your organization's primary industry?,2016-07-13 00:10:41
352,94,3,"Which of the following best describes the industry that you, personally, work in?",2016-07-13 00:10:42
95,95,1,"How often do you go online on a computer (desktop, laptop, netbook, or tablet)? This includes access to the Internet from home, work, or elsewhere (including weekdays and weekends). 
",2016-07-13 00:10:41
216,95,2,"How often do you go online on a computer (desktop, laptop, netbook, or tablet)? This includes access to the Internet from home, work, or elsewhere (including weekdays and weekends).",2016-07-13 00:10:41
353,95,3,"How often do you go online on a computer (desktop, laptop, netbook, or tablet)? This includes access to the Internet from home, work, or elsewhere (including weekdays and weekends). ",2016-07-13 00:10:42
96,96,1,Please choose the options that best describe your household: / S'il vous plaît choisir les options qui décrivent le mieux votre ménage:,2016-07-13 00:10:41
217,96,2,Please choose the options that best describe your household:,2016-07-13 00:10:41
355,96,3,Please choose the options that best describe your household:,2016-07-13 00:10:42
97,97,1,"How often do you, yourself, shop for your personal care and household products for your household.  Would you say you...? ",2016-07-13 00:10:41
98,98,1,What is the device model name?,2016-07-13 00:10:41
357,98,3,What is the device model name?,2016-07-13 00:10:42
99,99,1,Are you using a tablet?,2016-07-13 00:10:41
218,99,2,Are you using a tablet?,2016-07-13 00:10:41
358,99,3,Are you using a tablet?,2016-07-13 00:10:42
100,100,1,Are you using a mobile device?,2016-07-13 00:10:41
219,100,2,Are you using a mobile device?,2016-07-13 00:10:41
359,100,3,Are you using a mobile device?,2016-07-13 00:10:42
101,101,1,How much total combined income do all members of your household earn before taxes?,2016-07-13 00:10:41
223,101,2,How much total combined income do all members of your household earn before taxes?,2016-07-13 00:10:41
102,102,1,"What is your job title, level or responsibility?",2016-07-13 00:10:41
224,102,2,"What is your job title, level or responsibility?",2016-07-13 00:10:41
362,102,3,"What is your job title, level or responsibility?",2016-07-13 00:10:42
103,103,1,Are you a caregiver and in contact at least once a week with someone with any of the following ailments?,2016-07-13 00:10:41
225,103,2,Are you a caregiver and in contact at least once a week with someone with any of the following ailments?,2016-07-13 00:10:41
363,103,3,Are you a caregiver and in contact at least once a week with someone with any of the following ailments?,2016-07-13 00:10:42
104,104,1,Are you a caregiver and in contact at least once a week with someone with any of the following ailments?,2016-07-13 00:10:41
226,104,2,Are you a caregiver and in contact at least once a week with someone with any of the following ailments?,2016-07-13 00:10:41
364,104,3,Are you a caregiver and in contact at least once a week with someone with any of the following ailments?,2016-07-13 00:10:42
105,105,1,What is your sexual orientation?,2016-07-13 00:10:41
227,105,2,What is your sexual orientation?,2016-07-13 00:10:41
365,105,3,What is your sexual orientation?,2016-07-13 00:10:42
106,106,1,"When do you estimate that you will purchase/lease your next car?
",2016-07-13 00:10:41
228,106,2,"When do you estimate that you will purchase/lease your next car?
",2016-07-13 00:10:41
366,106,3,When do you estimate that you will purchase/lease your next car?,2016-07-13 00:10:42
107,107,1,Stores PIDs,2016-07-13 00:10:41
229,107,2,Stores PIDs,2016-07-13 00:10:41
367,107,3,Stores PIDs,2016-07-13 00:10:42
108,108,1,"Approximately how many employees work at your organization (all locations)?
",2016-07-13 00:10:41
230,108,2,"Approximately how many employees work at your organization (all locations)?
",2016-07-13 00:10:41
368,108,3,"Approximately how many employees work at your organization (all locations)?
",2016-07-13 00:10:42
109,109,1,SUPPLIER_CODE,2016-07-13 00:10:41
231,109,2,SUPPLIER_CODE,2016-07-13 00:10:41
371,109,3,SUPPLIER_CODE,2016-07-13 00:10:42
110,110,1,Do you possess a driver's license?,2016-07-13 00:10:41
232,110,2,Do you possess a driver's license?,2016-07-13 00:10:41
379,110,3,Do you possess a driver's license?,2016-07-13 00:10:42
111,111,1,Would you be willing to download an app or plug-in to qualify for specific surveys?,2016-07-13 00:10:41
233,111,2,Would you be willing to download an app or plug-in to qualify for specific surveys?,2016-07-13 00:10:41
380,111,3,Would you be willing to download an app or plug-in to qualify for specific surveys?,2016-07-13 00:10:42
112,112,1,Would you be willing to provide personally-identifiable information (PII) to qualify for specific surveys?,2016-07-13 00:10:41
234,112,2,Would you be willing to provide personally-identifiable information (PII) to qualify for specific surveys?,2016-07-13 00:10:41
381,112,3,Would you be willing to provide personally-identifiable information (PII) to qualify for specific surveys?,2016-07-13 00:10:42
113,113,1,In which region do you live?,2016-07-13 00:10:41
114,114,1,You have indicated that you have a teenage child in the household between the ages of 13 and 17. Is your teenage child available to come to the computer and participate in a survey with your assistance?,2016-07-13 00:10:41
235,114,2,You have indicated that you have a teenage child in the household between the ages of 13 and 17. Is your teenage child available to come to the computer and participate in a survey with your assistance?,2016-07-13 00:10:41
382,114,3,You have indicated that you have a teenage child in the household between the ages of 13 and 17. Is your teenage child available to come to the computer and participate in a survey with your assistance?,2016-07-13 00:10:42
115,115,1,You have indicated that you have a child in the household under the age of 18. Is your child available to come to the computer and participate in a survey with your assistance?,2016-07-13 00:10:41
237,115,2,You have indicated that you have a child in the household under the age of 18. Is your child available to come to the computer and participate in a survey with your assistance?,2016-07-13 00:10:41
384,115,3,You have indicated that you have a child in the household under the age of 18. Is your child available to come to the computer and participate in a survey with your assistance?,2016-07-13 00:10:42
116,116,1,"Thank you for agreeing to participate. At this point, please pass the computer over to your child and have them answer the following questions from his or her perspective. The next questions will be for your teen.",2016-07-13 00:10:41
238,116,2,"Thank you for agreeing to participate. At this point, please pass the computer over to your child and have them answer the following questions from his or her perspective. The next questions will be for your teen.",2016-07-13 00:10:41
385,116,3,"Thank you for agreeing to participate. At this point, please pass the computer over to your child and have them answer the following questions from his or her perspective. The next questions will be for your teen.",2016-07-13 00:10:42
117,117,1,Are you the primary decision maker in your household for grocery purchases?,2016-07-13 00:10:41
239,117,2,Are you the primary decision maker in your household for grocery purchases?,2016-07-13 00:10:41
386,117,3,Are you the primary decision maker in your household for grocery purchases?,2016-07-13 00:10:42
118,118,1,"Some specific surveys require installing an add-on to your browser that will not collect any personal information, and will automatically be uninstalled once the survey is complete. Are you willing to go through these steps to qualify for those surveys?",2016-07-13 00:10:41
242,118,2,"Some specific surveys require installing an add-on to your browser that will not collect any personal information, and will automatically be uninstalled once the survey is complete. Are you willing to go through these steps to qualify for those surveys?",2016-07-13 00:10:41
387,118,3,"Some specific surveys require installing an add-on to your browser that will not collect any personal information, and will automatically be uninstalled once the survey is complete. Are you willing to go through these steps to qualify for those surveys?",2016-07-13 00:10:42
