id,answer_id,country_id,text,created,,,,
32,32,1,Other,2016-07-13 00:52:23,,,,
33,33,1,None of the above,2016-07-13 00:52:23,,,,
34,34,1,Heterosexual,2016-07-13 00:52:23,,,,
35,35,1,Homosexual,2016-07-13 00:52:23,,,,
36,36,1,Bisexual,2016-07-13 00:52:23,,,,
37,37,1,Prefer not to answer,2016-07-13 00:52:23,,,,
38,38,1,1 person,2016-07-13 00:52:23,,,,
39,39,1,2 people,2016-07-13 00:52:23,,,,
40,40,1,3 people,2016-07-13 00:52:23,,,,
41,41,1,4 people,2016-07-13 00:52:23,,,,
42,42,1,5 people,2016-07-13 00:52:23,,,,
43,43,1,More than 5 people,2016-07-13 00:52:23,,,,
44,44,1,Prefer not to answer,2016-07-13 00:52:23,,,,
45,45,1,Rented apartment,2016-07-13 00:52:24,,,,
46,46,1,Owned apartment,2016-07-13 00:52:24,,,,
47,47,1,Rented house,2016-07-13 00:52:24,,,,
48,48,1,Owned house,2016-07-13 00:52:24,,,,
49,49,1,Farm,2016-07-13 00:52:24,,,,
50,50,1,University Residence,2016-07-13 00:52:24,,,,
51,51,1,Living with parents,2016-07-13 00:52:24,,,,
52,52,1,Other,2016-07-13 00:52:24,,,,
53,53,1,Accounting,2016-07-13 00:52:24,,,,
54,54,1,Advertising,2016-07-13 00:52:24,,,,
55,55,1,Agriculture/Fishing,2016-07-13 00:52:24,,,,
56,56,1,Architecture,2016-07-13 00:52:24,,,,
57,57,1,Automotive,2016-07-13 00:52:24,,,,
58,58,1,Aviation,2016-07-13 00:52:24,,,,
59,59,1,Banking/Financial,2016-07-13 00:52:24,,,,
60,60,1,Bio-Tech,2016-07-13 00:52:24,,,,
61,61,1,Brokerage,2016-07-13 00:52:24,,,,
62,62,1,Carpenting/Electrical installations/VVS,2016-07-13 00:52:24,,,,
63,63,1,Chemicals/Plastics/Rubber,2016-07-13 00:52:24,,,,
64,64,1,Communications/Information,2016-07-13 00:52:24,,,,
65,65,1,Computer Hardware,2016-07-13 00:52:24,,,,
66,66,1,Computer Reseller (software/hardware),2016-07-13 00:52:24,,,,
67,67,1,Computer Software,2016-07-13 00:52:24,,,,
68,68,1,Construction,2016-07-13 00:52:24,,,,
69,69,1,Consulting,2016-07-13 00:52:24,,,,
70,70,1,Consumer Electronics,2016-07-13 00:52:24,,,,
71,71,1,Consumer Packaged Goods,2016-07-13 00:52:24,,,,
72,72,1,Education,2016-07-13 00:52:24,,,,
73,73,1,Energy/Utilities/Oil and Gas,2016-07-13 00:52:24,,,,
74,74,1,Engineering,2016-07-13 00:52:24,,,,
75,75,1,Environmental Services,2016-07-13 00:52:24,,,,
76,76,1,Fashion/Apparel,2016-07-13 00:52:24,,,,
77,77,1,Food/Beverage,2016-07-13 00:52:24,,,,
78,78,1,Government/Public Sector,2016-07-13 00:52:24,,,,
79,79,1,Healthcare,2016-07-13 00:52:24,,,,
80,80,1,Hospitality/Tourism,2016-07-13 00:52:24,,,,
81,81,1,Human Resources,2016-07-13 00:52:24,,,,
82,82,1,Information Technology/IT,2016-07-13 00:52:24,,,,
83,83,1,Insurance,2016-07-13 00:52:24,,,,
84,84,1,Internet,2016-07-13 00:52:24,,,,
85,85,1,Legal/Law,2016-07-13 00:52:24,,,,
86,86,1,Manufacturing,2016-07-13 00:52:24,,,,
87,87,1,Market Research,2016-07-13 00:52:24,,,,
88,88,1,Marketing/Sales,2016-07-13 00:52:24,,,,
89,89,1,Media/Entertainment,2016-07-13 00:52:24,,,,
90,90,1,Military,2016-07-13 00:52:24,,,,
91,91,1,Non Profit/Social services,2016-07-13 00:52:24,,,,
92,92,1,Personal Services,2016-07-13 00:52:24,,,,
93,93,1,Pharmaceuticals,2016-07-13 00:52:24,,,,
94,94,1,Printing Publishing,2016-07-13 00:52:24,,,,
95,95,1,Public Relations,2016-07-13 00:52:24,,,,
96,96,1,Real Estate/Property,2016-07-13 00:52:24,,,,
97,97,1,Retail/Wholesale trade,2016-07-13 00:52:24,,,,
98,98,1,Security,2016-07-13 00:52:24,,,,
99,99,1,Shipping/Distribution,2016-07-13 00:52:24,,,,
100,100,1,Telecommunications,2016-07-13 00:52:24,,,,
101,101,1,Transportation,2016-07-13 00:52:24,,,,
102,102,1,Other,2016-07-13 00:52:24,,,,
103,103,1,I don't work,2016-07-13 00:52:24,,,,
104,104,1,"Under $100,000",2016-07-13 00:52:24,,,,
105,105,1,"$100,000 - $249,999",2016-07-13 00:52:24,,,,
106,106,1,"$250,000 - $499,999",2016-07-13 00:52:24,,,,
107,107,1,"$500,000 - $999,999",2016-07-13 00:52:24,,,,
108,108,1,$1 Million - $4.99 Million,2016-07-13 00:52:24,,,,
109,109,1,$5 Million - $9.99 Million,2016-07-13 00:52:24,,,,
110,110,1,$10 Million - $24.99 Million,2016-07-13 00:52:24,,,,
111,111,1,$25 Million - $49.99  Million,2016-07-13 00:52:24,,,,
112,112,1,$50 Million - $99.99 Million,2016-07-13 00:52:24,,,,
113,113,1,$100 Million - $249.99 Million,2016-07-13 00:52:24,,,,
114,114,1,$250 Million - $499.99 Million,2016-07-13 00:52:24,,,,
115,115,1,$500 Million - $999.99 Million,2016-07-13 00:52:24,,,,
116,116,1,$1 Billion or more,2016-07-13 00:52:24,,,,
117,117,1,I don't work/I don't know,2016-07-13 00:52:24,,,,
118,118,1,Administration/General Staff,2016-07-13 00:52:24,,,,
119,119,1,Customer Service/Client Service,2016-07-13 00:52:24,,,,
120,120,1,Executive Leadership,2016-07-13 00:52:24,,,,
121,121,1,Finance/Accounting ,2016-07-13 00:52:24,,,,
122,122,1,Human Resources,2016-07-13 00:52:24,,,,
123,123,1,Legal/Law,2016-07-13 00:52:24,,,,
124,124,1,Marketing,2016-07-13 00:52:24,,,,
125,125,1,Operations,2016-07-13 00:52:24,,,,
126,126,1,Procurement,2016-07-13 00:52:24,,,,
127,127,1,Sales/Business Development,2016-07-13 00:52:24,,,,
128,128,1,Technology Development Hardware (not only IT),2016-07-13 00:52:24,,,,
129,129,1,Technology Development Software (not only IT),2016-07-13 00:52:24,,,,
130,130,1,Technology Implementation ,2016-07-13 00:52:24,,,,
131,131,1,Other,2016-07-13 00:52:24,,,,
132,132,1,I don't work,2016-07-13 00:52:24,,,,
133,133,1,"Yes, I own a car/cars",2016-07-13 00:52:24,,,,
134,134,1,"Yes, I have access to a car/cars",2016-07-13 00:52:24,,,,
135,135,1,"Yes, I lease/have a company car",2016-07-13 00:52:24,,,,
136,136,1,"No, I don't have access to a car",2016-07-13 00:52:24,,,,
137,137,1,Yes,2016-07-13 00:52:25,,,,
138,138,1,I contribute equally in automotive decisions,2016-07-13 00:52:25,,,,
139,139,1,No,2016-07-13 00:52:25,,,,
140,140,1,Acura,2016-07-13 00:52:25,,,,
141,141,1,Alfa Romeo,2016-07-13 00:52:25,,,,
142,142,1,Audi,2016-07-13 00:52:25,,,,
143,143,1,BMW,2016-07-13 00:52:25,,,,
144,144,1,Buick,2016-07-13 00:52:25,,,,
145,145,1,Cadillac,2016-07-13 00:52:25,,,,
146,146,1,Chevrolet,2016-07-13 00:52:25,,,,
147,147,1,Chrysler,2016-07-13 00:52:25,,,,
148,148,1,Ferrari,2016-07-13 00:52:25,,,,
149,149,1,Fiat,2016-07-13 00:52:25,,,,
150,150,1,Ford,2016-07-13 00:52:25,,,,
151,151,1,GMC,2016-07-13 00:52:25,,,,
152,152,1,Honda,2016-07-13 00:52:25,,,,
153,153,1,Hummer,2016-07-13 00:52:25,,,,
154,154,1,Hyundai,2016-07-13 00:52:25,,,,
155,155,1,Infiniti,2016-07-13 00:52:25,,,,
156,156,1,Isuzu,2016-07-13 00:52:25,,,,
157,157,1,Jaguar,2016-07-13 00:52:25,,,,
158,158,1,Jeep,2016-07-13 00:52:25,,,,
159,159,1,Kia,2016-07-13 00:52:25,,,,
160,160,1,Lamborghini,2016-07-13 00:52:25,,,,
161,161,1,Land/Range Rover,2016-07-13 00:52:25,,,,
162,162,1,Lexus,2016-07-13 00:52:25,,,,
163,163,1,Maserati,2016-07-13 00:52:25,,,,
164,164,1,Mazda,2016-07-13 00:52:25,,,,
165,165,1,Mercedes,2016-07-13 00:52:25,,,,
166,166,1,MG,2016-07-13 00:52:25,,,,
167,167,1,Mini,2016-07-13 00:52:25,,,,
168,168,1,Mitsubishi,2016-07-13 00:52:25,,,,
169,169,1,Nissan,2016-07-13 00:52:25,,,,
170,170,1,Pontiac,2016-07-13 00:52:25,,,,
171,171,1,Porsche,2016-07-13 00:52:25,,,,
172,172,1,Rover,2016-07-13 00:52:25,,,,
173,173,1,Saab,2016-07-13 00:52:25,,,,
174,174,1,Saturn,2016-07-13 00:52:25,,,,
175,175,1,Smart,2016-07-13 00:52:25,,,,
176,176,1,Subaru,2016-07-13 00:52:25,,,,
177,177,1,Suzuki,2016-07-13 00:52:25,,,,
178,178,1,Toyota,2016-07-13 00:52:25,,,,
179,179,1,Volkswagen,2016-07-13 00:52:25,,,,
180,180,1,Volvo,2016-07-13 00:52:25,,,,
181,181,1,Other,2016-07-13 00:52:25,,,,
182,182,1,I don't own/lease a car,2016-07-13 00:52:25,,,,
183,183,1,Micro/City Car (e.g. Smart Fortwo),2016-07-13 00:52:25,,,,
184,184,1,Sub Compact (e.g. Toyota Yaris),2016-07-13 00:52:25,,,,
185,185,1,Compact Sedan/Stationwagon/Hatch (e.g. VW Golf),2016-07-13 00:52:25,,,,
186,186,1,Mid Size (e.g. Mazda 6),2016-07-13 00:52:25,,,,
187,187,1,Full size Sedan/Stationwagon/Hatch (e.g. Toyota Avalon),2016-07-13 00:52:25,,,,
188,188,1,Luxury/Prestige (e.g. BMW/Mercedes),2016-07-13 00:52:25,,,,
189,189,1,Hybrid/Electric/Biogas (e.g. Toyota Prius),2016-07-13 00:52:25,,,,
190,190,1,Sports/Perfomance Car (e.g. Audi TT),2016-07-13 00:52:25,,,,
191,191,1,MPV/Minivan (e.g. Dodge Caravan),2016-07-13 00:52:25,,,,
192,192,1,SUV/Cross Over/4x4 (e.g. Honda CR-V),2016-07-13 00:52:25,,,,
193,193,1,Pick up (e.g. Ford F-150),2016-07-13 00:52:25,,,,
194,194,1,Van (e.g. Ford E-Series),2016-07-13 00:52:25,,,,
195,195,1,RV/Motor Home or Camper Van,2016-07-13 00:52:25,,,,
196,196,1,Other,2016-07-13 00:52:25,,,,
197,197,1,I don't own/lease a car,2016-07-13 00:52:25,,,,
198,198,1,Before 1995,2016-07-13 00:52:25,,,,
199,199,1,2014,2016-07-13 00:52:25,,,,
200,200,1,1995,2016-07-13 00:52:25,,,,
201,201,1,1996,2016-07-13 00:52:25,,,,
202,202,1,1997,2016-07-13 00:52:25,,,,
203,203,1,1998,2016-07-13 00:52:25,,,,
204,204,1,1999,2016-07-13 00:52:25,,,,
205,205,1,2000,2016-07-13 00:52:25,,,,
206,206,1,2001,2016-07-13 00:52:25,,,,
207,207,1,2015,2016-07-13 00:52:25,,,,
208,208,1,2002,2016-07-13 00:52:25,,,,
209,209,1,2003,2016-07-13 00:52:25,,,,
210,210,1,2004,2016-07-13 00:52:25,,,,
211,211,1,2005,2016-07-13 00:52:25,,,,
212,212,1,2006,2016-07-13 00:52:25,,,,
213,213,1,2007,2016-07-13 00:52:25,,,,
214,214,1,2008,2016-07-13 00:52:25,,,,
215,215,1,2009,2016-07-13 00:52:25,,,,
216,216,1,2010,2016-07-13 00:52:25,,,,
217,217,1,2011,2016-07-13 00:52:25,,,,
218,218,1,2012,2016-07-13 00:52:25,,,,
219,219,1,2013,2016-07-13 00:52:25,,,,
220,220,1,I don't own/lease a car,2016-07-13 00:52:25,,,,
221,221,1,Before 1995,2016-07-13 00:52:26,,,,
222,222,1,I don't own/lease a car,2016-07-13 00:52:26,,,,
223,223,1,1995,2016-07-13 00:52:26,,,,
224,224,1,1996,2016-07-13 00:52:26,,,,
225,225,1,1997,2016-07-13 00:52:26,,,,
226,226,1,1998,2016-07-13 00:52:26,,,,
227,227,1,1999,2016-07-13 00:52:26,,,,
228,228,1,2000,2016-07-13 00:52:26,,,,
229,229,1,2001,2016-07-13 00:52:26,,,,
230,230,1,2015,2016-07-13 00:52:26,,,,
231,231,1,2014,2016-07-13 00:52:26,,,,
232,232,1,2002,2016-07-13 00:52:26,,,,
233,233,1,2003,2016-07-13 00:52:26,,,,
234,234,1,2004,2016-07-13 00:52:26,,,,
235,235,1,2005,2016-07-13 00:52:26,,,,
236,236,1,2006,2016-07-13 00:52:26,,,,
237,237,1,2007,2016-07-13 00:52:26,,,,
238,238,1,2008,2016-07-13 00:52:26,,,,
239,239,1,2009,2016-07-13 00:52:26,,,,
240,240,1,2010,2016-07-13 00:52:26,,,,
241,241,1,2011,2016-07-13 00:52:26,,,,
242,242,1,2012,2016-07-13 00:52:26,,,,
243,243,1,2013,2016-07-13 00:52:26,,,,
244,244,1,None of the above,2016-07-13 00:52:26,,,,
245,245,1,New,2016-07-13 00:52:26,,,,
246,246,1,Used,2016-07-13 00:52:26,,,,
247,247,1,I don't own/lease a car,2016-07-13 00:52:26,,,,
248,248,1,Yes,2016-07-13 00:52:26,,,,
249,249,1,No,2016-07-13 00:52:26,,,,
250,250,1,Less than once per week,2016-07-13 00:52:26,,,,
251,251,1,One to three times per week,2016-07-13 00:52:26,,,,
252,252,1,Four to six times per week,2016-07-13 00:52:26,,,,
253,253,1,Seven to nine times per week,2016-07-13 00:52:26,,,,
254,254,1,Ten times or more per week,2016-07-13 00:52:26,,,,
255,255,1,I don't eat at fast food restaurants,2016-07-13 00:52:26,,,,
256,256,1,Beer,2016-07-13 00:52:27,,,,
257,257,1,Wine,2016-07-13 00:52:27,,,,
258,258,1,Flavored malt beverages or wine coolers,2016-07-13 00:52:27,,,,
259,259,1,Spirits/Liquor,2016-07-13 00:52:27,,,,
260,260,1,Pre-mixed packaged spirits/flavored alcoholic beverages,2016-07-13 00:52:27,,,,
261,261,1,Energy drinks,2016-07-13 00:52:27,,,,
262,262,1,Coffee,2016-07-13 00:52:27,,,,
263,263,1,Tea,2016-07-13 00:52:27,,,,
264,264,1,Carbonated soft drinks,2016-07-13 00:52:27,,,,
265,265,1,Fruit drinks/juices,2016-07-13 00:52:27,,,,
266,266,1,Bottled water,2016-07-13 00:52:27,,,,
267,267,1,None of these,2016-07-13 00:52:27,,,,
268,268,1,Coffee,2016-07-13 00:52:27,,,,
269,269,1,Tea,2016-07-13 00:52:27,,,,
270,270,1,Regular soda,2016-07-13 00:52:27,,,,
271,271,1,Diet soda,2016-07-13 00:52:27,,,,
272,272,1,Energy drinks,2016-07-13 00:52:27,,,,
273,273,1,Sports Drink,2016-07-13 00:52:27,,,,
274,274,1,Bottled water still,2016-07-13 00:52:27,,,,
275,275,1,Bottled water sparkling,2016-07-13 00:52:27,,,,
276,276,1,Juice,2016-07-13 00:52:27,,,,
277,277,1,Domestic beer,2016-07-13 00:52:27,,,,
278,278,1,Imported beer,2016-07-13 00:52:27,,,,
279,279,1,Red wine,2016-07-13 00:52:27,,,,
280,280,1,White wine,2016-07-13 00:52:27,,,,
281,281,1,Rose wine,2016-07-13 00:52:27,,,,
282,282,1,Dessert wine,2016-07-13 00:52:27,,,,
283,283,1,Champagne,2016-07-13 00:52:27,,,,
284,284,1,Sparkling wine,2016-07-13 00:52:27,,,,
285,285,1,Vodka,2016-07-13 00:52:27,,,,
286,286,1,Rum,2016-07-13 00:52:27,,,,
287,287,1,Whiskey/Scotch/Bourbon,2016-07-13 00:52:27,,,,
288,288,1,Cognac,2016-07-13 00:52:27,,,,
289,289,1,Gin,2016-07-13 00:52:27,,,,
290,290,1,Tequila,2016-07-13 00:52:27,,,,
291,291,1,Brandy,2016-07-13 00:52:27,,,,
292,292,1,Port/Fortified Wine,2016-07-13 00:52:27,,,,
293,293,1,Cider,2016-07-13 00:52:27,,,,
294,294,1,"Alcopops (e.g. Breezers, Smirnoff Ice)",2016-07-13 00:52:27,,,,
295,295,1,"Flavored liquor (e.g. Absinthe, Bitters)",2016-07-13 00:52:27,,,,
296,296,1,"Liqueurs (e.g. Kahlua, Midori)",2016-07-13 00:52:27,,,,
297,297,1,None of the above,2016-07-13 00:52:27,,,,
298,298,1,Less than one drink per week,2016-07-13 00:52:27,,,,
299,299,1,1 to 3 drinks,2016-07-13 00:52:27,,,,
300,300,1,4 to 5 drinks,2016-07-13 00:52:27,,,,
301,301,1,Six or More,2016-07-13 00:52:27,,,,
302,302,1,I don't drink alcohol,2016-07-13 00:52:27,,,,
303,303,1,Arts and crafts,2016-07-13 00:52:27,,,,
304,304,1,Boating,2016-07-13 00:52:27,,,,
305,305,1,Camping,2016-07-13 00:52:27,,,,
306,306,1,Cooking,2016-07-13 00:52:27,,,,
307,307,1,Extreme sports,2016-07-13 00:52:27,,,,
308,308,1,Golf,2016-07-13 00:52:27,,,,
309,309,1,Health and fitness,2016-07-13 00:52:27,,,,
310,310,1,Holiday house,2016-07-13 00:52:27,,,,
311,311,1,Horses,2016-07-13 00:52:27,,,,
312,312,1,Hunting/Fishing,2016-07-13 00:52:27,,,,
313,313,1,Interior decorating/Renovating,2016-07-13 00:52:27,,,,
314,314,1,Motor caravaning,2016-07-13 00:52:27,,,,
315,315,1,Participating in athletics,2016-07-13 00:52:27,,,,
316,316,1,Playing music,2016-07-13 00:52:27,,,,
317,317,1,Playing video/computer games,2016-07-13 00:52:27,,,,
318,318,1,Reading,2016-07-13 00:52:27,,,,
319,319,1,Skiing,2016-07-13 00:52:27,,,,
320,320,1,Technology/Computers,2016-07-13 00:52:27,,,,
321,321,1,Travel,2016-07-13 00:52:27,,,,
322,322,1,Watching sports on TV,2016-07-13 00:52:27,,,,
323,323,1,Other,2016-07-13 00:52:27,,,,
324,324,1,Less than once a month,2016-07-13 00:52:27,,,,
325,325,1,One time per month,2016-07-13 00:52:27,,,,
326,326,1,Two times per month,2016-07-13 00:52:27,,,,
327,327,1,Three times per month,2016-07-13 00:52:27,,,,
328,328,1,Four times per month,2016-07-13 00:52:27,,,,
329,329,1,Five or more times per month,2016-07-13 00:52:27,,,,
330,330,1,I don't go to movie theaters,2016-07-13 00:52:27,,,,
331,331,1,Prefer not to answer,2016-07-13 00:52:27,,,,
332,332,1,Action ,2016-07-13 00:52:28,,,,
333,333,1,Animated ,2016-07-13 00:52:28,,,,
334,334,1,Children's films ,2016-07-13 00:52:28,,,,
335,335,1,Comedy,2016-07-13 00:52:28,,,,
336,336,1,Documentary,2016-07-13 00:52:28,,,,
337,337,1,Drama,2016-07-13 00:52:28,,,,
338,338,1,Dramedy,2016-07-13 00:52:28,,,,
339,339,1,Foreign/Artistic/Cultural,2016-07-13 00:52:28,,,,
340,340,1,Horror,2016-07-13 00:52:28,,,,
341,341,1,Musicals ,2016-07-13 00:52:28,,,,
342,342,1,Mystery ,2016-07-13 00:52:28,,,,
343,343,1,Science Fiction ,2016-07-13 00:52:28,,,,
344,344,1,Thriller,2016-07-13 00:52:28,,,,
345,345,1,Other,2016-07-13 00:52:28,,,,
346,346,1,I don't go to movie theaters,2016-07-13 00:52:28,,,,
347,347,1,Less than once a month,2016-07-13 00:52:28,,,,
348,348,1,One time per month,2016-07-13 00:52:28,,,,
349,349,1,Two times per month,2016-07-13 00:52:28,,,,
350,350,1,Three times per month,2016-07-13 00:52:28,,,,
351,351,1,Four times per month,2016-07-13 00:52:28,,,,
352,352,1,Five or more times per month,2016-07-13 00:52:28,,,,
353,353,1,I don't rent or download movies,2016-07-13 00:52:28,,,,
354,354,1,0,2016-07-13 00:52:28,,,,
355,355,1,1 to 3,2016-07-13 00:52:28,,,,
356,356,1,4 to 6,2016-07-13 00:52:28,,,,
357,357,1,7 to 10,2016-07-13 00:52:28,,,,
358,358,1,11 or more,2016-07-13 00:52:28,,,,
359,359,1,Less than one hour per week,2016-07-13 00:52:28,,,,
360,360,1,1 to 2 hours per week,2016-07-13 00:52:28,,,,
361,361,1,3 to 4 hours per week,2016-07-13 00:52:28,,,,
362,362,1,5 to 6 hours per week,2016-07-13 00:52:28,,,,
363,363,1,7 to 8 hours per week,2016-07-13 00:52:28,,,,
364,364,1,9 to 10 hours per week,2016-07-13 00:52:28,,,,
365,365,1,11 hours or more per week,2016-07-13 00:52:28,,,,
366,366,1,I don't exercise/participate in any sports,2016-07-13 00:52:28,,,,
367,367,1,Archery,2016-07-13 00:52:28,,,,
368,368,1,Badminton,2016-07-13 00:52:28,,,,
369,369,1,Baseball,2016-07-13 00:52:28,,,,
370,370,1,Basketball,2016-07-13 00:52:28,,,,
371,371,1,Bicycling,2016-07-13 00:52:28,,,,
372,372,1,Canoeing or Kayaking,2016-07-13 00:52:28,,,,
373,373,1,Cricket,2016-07-13 00:52:28,,,,
374,374,1,Fishing,2016-07-13 00:52:28,,,,
375,375,1,Football,2016-07-13 00:52:28,,,,
376,376,1,Golf,2016-07-13 00:52:28,,,,
377,377,1,Hiking,2016-07-13 00:52:28,,,,
378,378,1,Hockey - field,2016-07-13 00:52:28,,,,
379,379,1,Hockey - ice,2016-07-13 00:52:28,,,,
380,380,1,Hunting,2016-07-13 00:52:28,,,,
381,381,1,Jogging,2016-07-13 00:52:28,,,,
382,382,1,Raquetball,2016-07-13 00:52:28,,,,
383,383,1,Rock Climbing,2016-07-13 00:52:28,,,,
384,384,1,Rowing,2016-07-13 00:52:28,,,,
385,385,1,Rugby,2016-07-13 00:52:28,,,,
386,386,1,Sailing,2016-07-13 00:52:28,,,,
387,387,1,Skate boarding,2016-07-13 00:52:28,,,,
388,388,1,Skiing - cross country,2016-07-13 00:52:28,,,,
389,389,1,Skiing - downhill,2016-07-13 00:52:28,,,,
390,390,1,Snowboarding,2016-07-13 00:52:28,,,,
391,391,1,Soccer,2016-07-13 00:52:28,,,,
392,392,1,Squash,2016-07-13 00:52:28,,,,
393,393,1,Swimming,2016-07-13 00:52:28,,,,
394,394,1,Tennis,2016-07-13 00:52:28,,,,
395,395,1,Wrestling,2016-07-13 00:52:28,,,,
396,396,1,Other,2016-07-13 00:52:28,,,,
397,397,1,I don't participate regularly in sports,2016-07-13 00:52:28,,,,
398,398,1,Online sports betting,2016-07-13 00:52:29,,,,
399,399,1,Online lottery/scratchcard,2016-07-13 00:52:29,,,,
400,400,1,Online poker/casino gaming,2016-07-13 00:52:29,,,,
401,401,1,Offline sports betting,2016-07-13 00:52:29,,,,
402,402,1,Offline lottery/scratchcard,2016-07-13 00:52:29,,,,
403,403,1,Bingo,2016-07-13 00:52:29,,,,
404,404,1,Casino poker/BlackJack/Roulette/etc,2016-07-13 00:52:29,,,,
405,405,1,Casino Slot Machines,2016-07-13 00:52:29,,,,
406,406,1,Horse Track Betting,2016-07-13 00:52:29,,,,
407,407,1,Car Race Betting,2016-07-13 00:52:29,,,,
408,408,1,Other,2016-07-13 00:52:29,,,,
409,409,1,I don't gamble at all,2016-07-13 00:52:29,,,,
410,410,1,Blu-ray/DVD player,2016-07-13 00:52:29,,,,
411,411,1,Flat Screen TV,2016-07-13 00:52:29,,,,
412,412,1,3D TV,2016-07-13 00:52:29,,,,
413,413,1,Portable game console (e.g. Sony PSP GO),2016-07-13 00:52:29,,,,
414,414,1,Stationary game console (e.g. Nintendo Wii),2016-07-13 00:52:29,,,,
415,415,1,Video Camera/Camcorder,2016-07-13 00:52:29,,,,
416,416,1,Digital Camera,2016-07-13 00:52:29,,,,
417,417,1,Digital SLR Camera,2016-07-13 00:52:29,,,,
418,418,1,PC/Mac stationary or desktop,2016-07-13 00:52:29,,,,
419,419,1,PC/Mac laptop or portable,2016-07-13 00:52:29,,,,
420,420,1,Cell Phone,2016-07-13 00:52:29,,,,
421,421,1,Cordless Phone,2016-07-13 00:52:29,,,,
422,422,1,MP3 player/iPod,2016-07-13 00:52:29,,,,
423,423,1,Projector,2016-07-13 00:52:29,,,,
424,424,1,Scanner,2016-07-13 00:52:29,,,,
425,425,1,Cable TV/Satellite TV,2016-07-13 00:52:29,,,,
426,426,1,Digital TV receiver,2016-07-13 00:52:29,,,,
427,427,1,Printer,2016-07-13 00:52:29,,,,
428,428,1,"Multi-purpose printer (fax, printer, phone, etc.)",2016-07-13 00:52:29,,,,
429,429,1,Home Network/Wireless Internet,2016-07-13 00:52:29,,,,
430,430,1,Surround System/Home Cinema,2016-07-13 00:52:29,,,,
431,431,1,"Digital Media Receiver (e.g. Apple TV, Vudu)",2016-07-13 00:52:29,,,,
432,432,1,Tablet (e.g. iPad),2016-07-13 00:52:29,,,,
433,433,1,E-book reader (e.g. Kindle),2016-07-13 00:52:29,,,,
434,434,1,None of the above,2016-07-13 00:52:29,,,,
435,435,1,Yes,2016-07-13 00:52:29,,,,
436,436,1,No,2016-07-13 00:52:29,,,,
437,437,1,Pre-paid,2016-07-13 00:52:29,,,,
438,438,1,Contract,2016-07-13 00:52:29,,,,
439,439,1,I don't have a mobile phone,2016-07-13 00:52:29,,,,
440,440,1,I don't know,2016-07-13 00:52:29,,,,
441,441,1,"Yes, for business",2016-07-13 00:52:30,,,,
442,442,1,"Yes, for personal",2016-07-13 00:52:30,,,,
443,443,1,"Yes, for both",2016-07-13 00:52:30,,,,
444,444,1,I don't own a smartphone,2016-07-13 00:52:30,,,,
445,445,1,Modem/Dial-up,2016-07-13 00:52:30,,,,
446,446,1,DSL,2016-07-13 00:52:30,,,,
447,447,1,Cable,2016-07-13 00:52:30,,,,
448,448,1,Satellite,2016-07-13 00:52:30,,,,
449,449,1,Wireless,2016-07-13 00:52:30,,,,
450,450,1,I have no internet connection at home,2016-07-13 00:52:30,,,,
451,451,1,Yes,2016-07-13 00:52:30,,,,
452,452,1,No,2016-07-13 00:52:30,,,,
453,453,1,I don't know,2016-07-13 00:52:30,,,,
454,454,1,Windows based desktop/laptop,2016-07-13 00:52:31,,,,
455,455,1,Apple based desktop/laptop,2016-07-13 00:52:31,,,,
